NodeID: 0.0
 nr   logfactor           convergence         gas_val_u                   gas_res             I                           I.eq                pH                          chargebalance       Ar[g].logact                Ar[g].tot           CO2[g].logact               CO2[g].tot         
                                                                          0.0                                             0.0                                             0.0                                             0.0                                             0.0                

 1.0  0.0                 12.999999999999833  2.92844424e-13           X  1.00000000          8.95285961e-8              -1.85903880e-18      7.04819076                  9.26442286e-23     -12.4164323                  3.83325651e-33     -21.2736234                  1.08775134e-22     
 250. 0.0                 0.9268350014934803  4.54667269e-6               0.0                 8.95285961e-8              -2.58775183e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  8.44957765e-13     -1.27035903e2                1.88040040e-128    
 251. 0.0                 0.9229125561705847  4.52618675e-6               0.0                 8.95285961e-8              -7.19767570e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  8.37360665e-13     -1.27470697e2                6.90964384e-129    
 252. 0.0                 0.9190076650919154  4.50588417e-6               0.0                 8.95285962e-8               5.34787486e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  8.29865414e-13     -1.27905492e2                2.53898999e-129    
 253. 0.0                 0.9151201721883443  4.48576251e-6               0.0                 8.95285961e-8               1.08015230e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  8.22470201e-13     -1.28340287e2                9.32967069e-130    
 254. 0.0                 0.9112499234597448  4.46581936e-6               0.0                 8.95285961e-8              -4.72696001e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  8.15173257e-13     -1.28775081e2                3.42824334e-130    
 255. 0.0                 0.9073967669386238  4.44605237e-6               0.0                 8.95285961e-8              -4.72696001e-18      7.04819076                  0.0                 4.36024063e-17           X  8.07972849e-13     -1.29209876e2                1.25972853e-130    
 256. 0.0                 0.9035605526545464  4.42645921e-6               0.0                 8.95285961e-8               6.49052231e-19      7.04819076                  0.0                 4.36024063e-17           X  8.00867284e-13     -1.29644671e2                4.62894790e-131    
 257. 0.0                 0.8997411325993363  4.40703761e-6               0.0                 8.95285961e-8               6.49052231e-19      7.04819076                  0.0                 4.36024063e-17           X  7.93854905e-13     -1.30079465e2                1.70093461e-131    
 258. 0.0                 0.8959383606930295  4.38778532e-6               0.0                 8.95285961e-8               9.26442286e-23      7.04819076                 -1.85288457e-22      4.36024063e-17           X  7.86934092e-13     -1.30514260e2                6.25018605e-132    
 259. 0.0                 0.8921520927505624  4.36870014e-6               0.0                 8.95285961e-8               9.26442286e-23      7.04819076                  1.85288457e-22      4.36024063e-17           X  7.80103260e-13     -1.30949055e2                2.29666828e-132    
 260. 0.0                 0.8883821864491759  4.34977991e-6               0.0                 8.95285961e-8              -4.60730337e-18      7.04819076                  0.0                 4.36024063e-17           X  7.73360856e-13     -1.31383849e2                8.43924506e-133    
 261. 0.0                 0.8846285012965166  4.33102251e-6               0.0                 8.95285962e-8               1.66203746e-18      7.04819076                  0.0                 4.36024063e-17           X  7.66705363e-13     -1.31818644e2                3.10105111e-133    
 262. 0.0                 0.8808908985994178  4.31242584e-6               0.0                 8.95285961e-8               2.77932686e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  7.60135295e-13     -1.32253439e2                1.13949979e-133    
 263. 0.0                 0.8771692414333424  4.29398785e-6               0.0                 8.95285961e-8              -5.80364476e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  7.53649198e-13     -1.32688233e2                4.18716019e-134    
 264. 0.0                 0.8734633946124706  4.27570652e-6               0.0                 8.95285962e-8               2.09378604e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  7.47245648e-13     -1.33123028e2                1.53859708e-134    
 265. 0.0                 0.8697732246604178  4.25757986e-6               0.0                 8.95285961e-8               3.57342025e-22      7.04819076                  1.85288457e-22      4.36024063e-17           X  7.40923253e-13     -1.33557823e2                5.65366705e-135    
 266. 0.0                 0.8660985997815656  4.23960592e-6               0.0                 8.95285961e-8               3.57342025e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  7.34680647e-13     -1.33992617e2                2.07747380e-135    
 267. 0.0                 0.8624393898329902  4.22178279e-6               0.0                 8.95285962e-8               4.97457156e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  7.28516496e-13     -1.34427412e2                7.63380183e-136    
 268. 0.0                 0.8587954662969742  4.20410857e-6               0.0                 8.95285961e-8              -1.79389667e-18      7.04819076                  0.0                 4.36024063e-17           X  7.22429491e-13     -1.34862207e2                2.80508617e-136    
 269. 0.0                 0.8551667022540878  4.18658142e-6               0.0                 8.95285961e-8              -1.79389667e-18      7.04819076                  0.0                 4.36024063e-17           X  7.16418352e-13     -1.35297001e2                1.03074571e-136    
 270. 0.0                 0.8515529723568224  4.16919949e-6               0.0                 8.95285961e-8              -8.05979643e-18      7.04819076                  0.0                 4.36024063e-17           X  7.10481825e-13     -1.35731796e2                3.78753679e-137    
 271. 0.0                 0.8479541528037682  4.15196101e-6               0.0                 8.95285961e-8               4.66291637e-19      7.04819076                  0.0                 4.36024063e-17           X  7.04618681e-13     -1.36166591e2                1.39175306e-137    
 272. 0.0                 0.8443701213143173  4.13486420e-6               0.0                 8.95285961e-8              -5.33436204e-18      7.04819076                  0.0                 4.36024063e-17           X  6.98827716e-13     -1.36601386e2                5.11407994e-138    
 273. 0.0                 0.8408007571038821  4.11790733e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.93107753e-13     -1.37036180e2                1.87919929e-138    
 274. 0.0                 0.8372459408596158  4.10108868e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                  1.85288457e-22      4.36024063e-17           X  6.87457637e-13     -1.37470975e2                6.90523026e-139    
 275. 0.0                 0.8337055547166241  4.08440658e-6               0.0                 8.95285961e-8              -9.92616735e-22      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.81876235e-13     -1.37905770e2                2.53736819e-139    
 276. 0.0                 0.8301794822346542  4.06785938e-6               0.0                 8.95285961e-8              -4.97238780e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  6.76362440e-13     -1.38340564e2                9.32371130e-140    
 277. 0.0                 0.8266676083752506  4.05144543e-6               0.0                 8.95285962e-8               1.53215952e-17      7.04819076                  0.0                 4.36024063e-17           X  6.70915165e-13     -1.38775359e2                3.42605353e-140    
 278. 0.0                 0.8231698194793671  4.03516316e-6               0.0                 8.95285961e-8              -3.08789831e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  6.65533345e-13     -1.39210154e2                1.25892388e-140    
 279. 0.0                 0.8196860032454231  4.01901097e-6               0.0                 8.95285961e-8              -9.35035700e-18      7.04819076                 -1.72053567e-22      4.36024063e-17           X  6.60215936e-13     -1.39644948e2                4.62599113e-141    
 280. 0.0                 0.8162160487077952  4.00298732e-6               0.0                 8.95285961e-8              -1.62789145e-21      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.54961917e-13     -1.40079743e2                1.69984813e-141    
 281. 0.0                 0.8127598462157312  3.98709068e-6               0.0                 8.95285961e-8              -1.62789145e-21      7.04819076                  1.85288457e-22      4.36024063e-17           X  6.49770285e-13     -1.40514538e2                6.24619371e-142    
 282. 0.0                 0.8093172874126789  3.97131955e-6               0.0                 8.95285962e-8               3.94281926e-18      7.04819076                  0.0                 4.36024063e-17           X  6.44640055e-13     -1.40949332e2                2.29520127e-142    
 283. 0.0                 0.8058882652160206  3.95567245e-6               0.0                 8.95285961e-8              -6.79156311e-18      7.04819076                  0.0                 4.36024063e-17           X  6.39570266e-13     -1.41384127e2                8.43385444e-143    
 284. 0.0                 0.8024726737971988  3.94014792e-6               0.0                 8.95285961e-8               5.11568195e-19      7.04819076                  0.0                 4.36024063e-17           X  6.34559973e-13     -1.41818922e2                3.09907029e-143    
 285. 0.0                 0.7990704085622318  3.92474454e-6               0.0                 8.95285961e-8              -4.45710060e-18      7.04819076                  0.0                 4.36024063e-17           X  6.29608248e-13     -1.42253716e2                1.13877193e-143    
 286. 0.0                 0.795681366132603   3.90946089e-6               0.0                 8.95285962e-8               2.30386344e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.24714183e-13     -1.42688511e2                4.18448562e-144    
 287. 0.0                 0.79230544432652    3.89429558e-6               0.0                 8.95285962e-8               2.30386344e-18      7.04819076                  1.85288457e-22      4.36024063e-17           X  6.19876888e-13     -1.43123306e2                1.53761429e-144    
 288. 0.0                 0.7889425421405318  3.87924725e-6               0.0                 8.95285962e-8               2.30386344e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.15095489e-13     -1.43558100e2                5.65005574e-145    
 289. 0.0                 0.7855925597314986  3.86431454e-6               0.0                 8.95285962e-8               6.56214953e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  6.10369129e-13     -1.43992895e2                2.07614680e-145    
 290. 0.0                 0.7822553983989035  3.84949614e-6               0.0                 8.95285961e-8              -5.02654497e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  6.05696966e-13     -1.44427690e2                7.62892569e-146    
 291. 0.0                 0.7789309605675021  3.83479074e-6               0.0                 8.95285962e-8               2.85791563e-18      7.04819076                  3.57342025e-22      4.36024063e-17           X  6.01078177e-13     -1.44862484e2                2.80329441e-146    
 292. 0.0                 0.7756191497702969  3.82019705e-6               0.0                 8.95285962e-8               2.85791563e-18      7.04819076                  0.0                 4.36024063e-17           X  5.96511952e-13     -1.45297279e2                1.03008731e-146    
 293. 0.0                 0.7723198706318347  3.80571380e-6               0.0                 8.95285961e-8              -4.44121874e-18      7.04819076                  0.0                 4.36024063e-17           X  5.91997497e-13     -1.45732074e2                3.78511748e-147    
 294. 0.0                 0.7690330288518152  3.79133975e-6               0.0                 8.95285962e-8               5.49077197e-18      7.04819076                 -1.85288457e-22      4.36024063e-17           X  5.87534034e-13     -1.46166868e2                1.39086407e-147    
 295. 0.0                 0.7657585311890079  3.77707366e-6               0.0                 8.95285961e-8              -1.26648631e-18      7.04819076                  3.70576914e-22      4.36024063e-17           X  5.83120798e-13     -1.46601663e2                5.11081329e-148    
 296. 0.0                 0.7624962854454672  3.76291434e-6               0.0                 8.95285961e-8              -5.86388998e-18      7.04819076                  0.0                 4.36024063e-17           X  5.78757038e-13     -1.47036458e2                1.87799894e-148    
 297. 0.0                 0.7592462004510403  3.74886058e-6               0.0                 8.95285961e-8               3.91726268e-19      7.04819076                  0.0                 4.36024063e-17           X  5.74442020e-13     -1.47471252e2                6.90081950e-149    
 298. 0.0                 0.7560081860481612  3.73491122e-6               0.0                 8.95285961e-8               3.91726268e-19      7.04819076                  0.0                 4.36024063e-17           X  5.70175019e-13     -1.47906047e2                2.53574743e-149    
 299. 0.0                 0.7527821530769261  3.72106508e-6               0.0                 8.95285961e-8               9.26442286e-23      7.04819076                 -1.85288457e-22      4.36024063e-17           X  5.65955328e-13     -1.48340842e2                9.31775572e-150    
