NodeID: 0
 nr   logfactor           convergence         logI                        I.eq                pH                          chargebalance       Cl-.logact                  Cl-.tot             Na+.logact                  Na+.tot             SO3-2.logact                SO3-2.tot          
                                                                          0.0                                             0.0                                             9.99999978e-3                                   5.00000000e-1                                   9.99999968e-21     
 300  -4.38434            14.3631             2.15549740               X -9.05807006e-1      -24.9000000               X  3.03744759e3       -30.7094241               X  7.46594323e-53      2.72642403e-1            X  7.16392773e-22     -57.7679903               X  23.0705657         
 300  -4.48251            14.5623             2.15552722               X -9.24915516e-1      -25.0000000               X  3.81071977e3       -30.7094238               X  7.44017640e-53      2.72658864e-1            X  7.13946842e-22     -57.7687499               X  36.5004909         
 300  -4.58101            14.7613             2.15555149               X -9.40186827e-1      -25.1000000               X  4.78392812e3       -30.7094235               X  7.41926917e-53      2.72671985e-1            X  7.11961699e-22     -57.7697077               X  57.7219332         
 300  -4.67978            14.9601             2.15557114               X -9.52378144e-1      -25.2000000               X  6.00889785e3       -30.7094233               X  7.40238233e-53      2.72682437e-1            X  7.10357971e-22     -57.7709143               X  91.2292885         
 300  -4.77879            15.1586             2.15558699               X -9.62101636e-1      -25.3000000               X  7.55086196e3       -30.7094231               X  7.38879110e-53      2.72690758e-1            X  7.09067024e-22     -57.7724325               X  1.44084098e2       
 300  -4.878              15.3567             2.15559973               X -9.69850857e-1      -25.4000000               X  9.49193493e3       -30.7094230               X  7.37788264e-53      2.72697379e-1            X  7.08030770e-22     -57.7743407               X  2.27356759e2       
 300  -4.97735            15.5543             2.15560995               X -9.76022723e-1      -25.5000000               X  1.19354855e4       -30.7094229               X  7.36914641e-53      2.72702647e-1            X  7.07200790e-22     -57.7767359               X  3.58354290e2       
 300  -2.55431            14.7543             2.15833358               X -9.73688491e-1      -25.6000000               X  1.09450518e4       -30.7093950               X  5.36812751e-53      2.74097914e-1            X  5.16791946e-22     -58.7767359               X  56.7953275         
 300  -1.75431            13.9543             2.17547739               X -8.32631854e-1      -25.7000000               X  1.78992396e3       -30.7092189               X  6.97614746e-54      2.82901455e-1            X  6.85071714e-23     -59.7767359               X  9.00145279         
 300  -4.25283            14.1538             2.17552391               X -8.66287383e-1      -25.8000000               X  2.24068865e3       -30.7092184               X  6.93686344e-54      2.82929390e-1            X  6.81256885e-23     -59.7772388               X  14.2498309         
 300  -4.35038            14.3532             2.17556257               X -8.93278964e-1      -25.9000000               X  2.80764718e3       -30.7092179               X  6.90437875e-54      2.82951704e-1            X  6.78100766e-23     -59.7778748               X  22.5514128         
 300  -4.44834            14.5524             2.17559439               X -9.14894048e-1      -26.0000000               X  3.52098722e3       -30.7092176               X  6.87775786e-54      2.82969513e-1            X  6.75513390e-23     -59.7786780               X  35.6755388         
 300  -4.54666            14.7514             2.17562037               X -9.32180202e-1      -26.1000000               X  4.41869342e3       -30.7092173               X  6.85609122e-54      2.82983713e-1            X  6.73406934e-23     -59.7796912               X  56.4101579         
 300  -4.64529            14.9501             2.17564147               X -9.45987980e-1      -26.2000000               X  5.54856969e3       -30.7092171               X  6.83854939e-54      2.82995029e-1            X  6.71701122e-23     -59.7809679               X  89.1416543         
 300  -4.74418            15.1485             2.17565851               X -9.57006099e-1      -26.3000000               X  6.97078458e3       -30.7092169               X  6.82440488e-54      2.83004040e-1            X  6.70325440e-23     -59.7825744               X  1.40758335e2       
 300  -4.84328            15.3465             2.17567224               X -9.65790650e-1      -26.4000000               X  8.76107527e3       -30.7092167               X  6.81303591e-54      2.83011213e-1            X  6.69219557e-23     -59.7845937               X  2.22052087e2       
 300  -4.94256            15.5439             2.17568327               X -9.72789444e-1      -26.5000000               X  1.10147806e4       -30.7092166               X  6.80392054e-54      2.83016920e-1            X  6.68332795e-23     -59.7871282               X  3.49880975e2       
 300  -2.54392            14.7439             2.17846361               X -9.69474050e-1      -26.6000000               X  9.88153511e3       -30.7091880               X  4.84882355e-54      2.84445977e-1            X  4.77826680e-23     -60.7871282               X  55.4523976         
 300  -4.99482            14.9434             2.17847342               X -9.75722726e-1      -26.7000000               X  1.24252031e4       -30.7091879               X  4.84301215e-54      2.84451037e-1            X  4.77259446e-23     -60.7876894               X  87.7726391         
 300  -1.94336            14.1434             2.18958990               X -9.21622557e-1      -26.8000000               X  3.94846966e3       -30.7090740               X  1.22279822e-54      2.90147573e-1            X  1.22060847e-23     -61.7876894               X  13.9110258         
 300  -4.59643            14.343              2.18961324               X -9.37556681e-1      -26.9000000               X  4.95629630e3       -30.7090738               X  1.21922401e-54      2.90160236e-1            X  1.21707544e-23     -61.7880417               X  22.0296117         
 300  -4.69516            14.5426             2.18963216               X -9.50279505e-1      -27.0000000               X  6.22481879e3       -30.7090736               X  1.21633488e-54      2.90170325e-1            X  1.21421904e-23     -61.7884862               X  34.8788667         
 300  -4.79413            14.742              2.18964743               X -9.60428509e-1      -27.1000000               X  7.82158928e3       -30.7090734               X  1.21400819e-54      2.90178357e-1            X  1.21191836e-23     -61.7890465               X  55.2080040         
 300  -4.8933             14.9413             2.18965970               X -9.68517900e-1      -27.2000000               X  9.83164079e3       -30.7090733               X  1.21213988e-54      2.90184750e-1            X  1.21007072e-23     -61.7897524               X  87.3566969         
 300  -4.99263            15.1404             2.18966956               X -9.74961387e-1      -27.3000000               X  1.23620153e4       -30.7090732               X  1.21064306e-54      2.90189835e-1            X  1.20859032e-23     -61.7906409               X  1.38168066e2       
 300  -2.14041            14.3404             2.19672590               X -9.50651564e-1      -27.4000000               X  6.37503400e3       -30.7090008               X  4.96000050e-55      2.93808616e-1            X  4.99219018e-24     -62.7906409               X  21.8981627         
 300  -4.80448            14.5401             2.19674081               X -9.60725187e-1      -27.5000000               X  8.01044580e3       -30.7090006               X  4.95057971e-55      2.93816460e-1            X  4.98279644e-24     -62.7909844               X  34.6788095         
 300  -4.90366            14.7396             2.19675280               X -9.68754296e-1      -27.6000000               X  1.00691424e4       -30.7090005               X  4.94301556e-55      2.93822701e-1            X  4.97525314e-24     -62.7914173               X  54.9074481         
 300  -1.73963            13.9396             2.21439621               X -7.43141392e-1      -27.7000000               X  1.27565161e3       -30.7088184               X  4.97638190e-56      3.02928934e-1            X  5.11282602e-25     -63.7914173               X  8.70224407         
 300  -4.10573            14.1389             2.21445446               X -7.94357529e-1      -27.8000000               X  1.59357184e3       -30.7088176               X  4.93803373e-56      3.02968130e-1            X  5.07387516e-25     -63.7920995               X  13.7704800         
 300  -4.20237            14.3381             2.21450431               X -8.35548275e-1      -27.9000000               X  1.99294758e3       -30.7088170               X  4.90545062e-56      3.02999506e-1            X  5.04075259e-25     -63.7929636               X  21.7813580         
 300  -4.2995             14.537              2.21454624               X -8.68629052e-1      -28.0000000               X  2.49503648e3       -30.7088165               X  4.87820934e-56      3.03024594e-1            X  5.01304374e-25     -63.7940565               X  34.4343612         
 300  -4.39708            14.7356             2.21458105               X -8.95156136e-1      -28.1000000               X  3.12656909e3       -30.7088161               X  4.85570132e-56      3.03044634e-1            X  4.99013924e-25     -63.7954366               X  54.4016305         
 300  -4.49507            14.9339             2.21460968               X -9.16396622e-1      -28.2000000               X  3.92117163e3       -30.7088157               X  4.83726752e-56      3.03060626e-1            X  4.97137447e-25     -63.7971766               X  85.8760258         
 300  -4.59342            15.1317             2.21463305               X -9.33381337e-1      -28.3000000               X  4.92115606e3       -30.7088155               X  4.82227138e-56      3.03073377e-1            X  4.95610519e-25     -63.7993667               X  1.35419709e2       
 300  -4.69207            15.3289             2.21465202               X -9.46947054e-1      -28.4000000               X  6.17977286e3       -30.7088153               X  4.81013456e-56      3.03083538e-1            X  4.94374487e-25     -63.8021185               X  2.13270158e2       
 300  -4.79097            15.5255             2.21466734               X -9.57771154e-1      -28.5000000               X  7.76404642e3       -30.7088151               X  4.80035105e-56      3.03091628e-1            X  4.93377968e-25     -63.8055696               X  3.35335082e2       
 300  -4.89009            15.7212             2.21467968               X -9.66400443e-1      -28.6000000               X  9.75834407e3       -30.7088150               X  4.79248906e-56      3.03098068e-1            X  4.92577074e-25     -63.8098886               X  5.26210990e2       
 300  -4.98938            15.9158             2.21468958               X -9.73275163e-1      -28.7000000               X  1.22688688e4       -30.7088149               X  4.78618661e-56      3.03103192e-1            X  4.91934989e-25     -63.8152811               X  8.23697018e2       
 300  -2.91577            15.1158             2.21587118               X -9.75089052e-1      -28.8000000               X  1.31980847e4       -30.7088028               X  4.08985733e-56      3.03710211e-1            X  4.20940898e-25     -64.8152811               X  1.30547180e2       
